nexus:A0275_EU_AI_Office2025	Systemic Risk Responsibility Allocation	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.1	Board Structure & Oversight	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0286_Campos2025	Decision-Making Executives	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.1	Board Structure & Oversight	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0334_Campos2025	Appoint Chief Risk Officer	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.1	Board Structure & Oversight	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0338_Campos2025	Board Level Oversight	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.1	Board Structure & Oversight	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0414_NIST2024	Organizational Role Adjustment	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.1	Board Structure & Oversight	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0420_NIST2024	Lifecycle Oversight Functions	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.1	Board Structure & Oversight	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0448_NIST2024	Interdisciplinary Team Formation	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.1	Board Structure & Oversight	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0460_NIST2024	Transparency Training Adaptation	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.1	Board Structure & Oversight	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0461_NIST2024	Risk Management Certification	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.1	Board Structure & Oversight	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0642_Barrett2024	Executive Risk Accountability	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.1	Board Structure & Oversight	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0644_Barrett2024	Human-AI Oversight Roles	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.1	Board Structure & Oversight	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0665_Barrett2024	Define Human Oversight Protocols	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.1	Board Structure & Oversight	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0748_NIST2024	Information Integrity; Value Chain and Component Integration	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.1	Board Structure & Oversight	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0783_UK_Government2023	Robust and Meaningful Accountability Mechanisms	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.1	Board Structure & Oversight	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0827_UK_Government2023	Training Relevant Actors in AI Security	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.1	Board Structure & Oversight	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0847_UK_Government2023	Board-level Responsibility for Protective Security	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.1	Board Structure & Oversight	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0850_UK_Government2023	Proportionate Policies	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.1	Board Structure & Oversight	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0851_UK_Government2023	Appropriate Security Training	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.1	Board Structure & Oversight	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0852_UK_Government2023	Program of Monitoring for Security Issues	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.1	Board Structure & Oversight	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0906_UK_Government2023	Governance Responses to Worst-case of Misuse Scenarios	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.1	Board Structure & Oversight	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A1034_Uuk2024	Risk-focused governance structures	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.1	Board Structure & Oversight	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0003_Bengio2025	Bowtie Method	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0004_Bengio2025	Defence in Depth	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0012_Bengio2025	Risk management frameworks	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0013_Bengio2025	Risk Register	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0014_Bengio2025	Risk Taxonomy	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0016_Bengio2025	Risk Tolerance	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0020_Bengio2025	Scenario Analysis	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0021_Bengio2025	Threat Modelling	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0023_Bengio2025	Delphi Method	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0025_Bengio2025	Risk Matrices	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0031_Casper2025	Independent third-party risk assessments	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0032_Casper2025	Internal risk assessments	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0075_Eisenberg2025	Establish AI legal compliance process	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0079_Eisenberg2025	Establish AI Risk Management System	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0084_Future_of_Life_Institute2024	Adopted Risk Management Frameworks	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0103_Future_of_Life_Institute2024	Comprehensive pre-training risk assessments	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0119_Future_of_Life_Institute2024	Implementation of cybersecurity frameworks	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0120_Future_of_Life_Institute2024	Independent Delphi Risk Assessments	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0132_Future_of_Life_Institute2024	Ongoing model risk assessments	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0139_Future_of_Life_Institute2024	Pre-development risk assessments	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0140_Future_of_Life_Institute2024	Pre-specified risk tolerance	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0181_Schuett2023	Enterprise risk management	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0186_Schuett2023	Internal review before publications	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0197_Schuett2023	Pre-deployment risk assessment	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0198_Schuett2023	Pre-training risk assessment	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0253_Wiener2024	Developers “shall consider” guidance from US AISI and NIST and other reputable standard-setting organizations	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0258_Wiener2024	Yearly re-evaluation of safety procedures	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0265_EU_AI_Office2025	Systemic Risk Analysis	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0266_EU_AI_Office2025	Systemic risk assessment and mitigations	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0272_EU_AI_Office2025	Systemic Risk Acceptance Documentation	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0274_EU_AI_Office2025	Adequacy Assessments	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0276_Campos2025	Classification of applicable known risks	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0283_Campos2025	Risk Register	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0335_Campos2025	Enterprise Risk Management Function	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0391_NIST2024	Risk Tier Definition	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0395_NIST2024	Risk Hierarchy Maintenance	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0396_NIST2024	Risk Tolerance Reassessment	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0403_NIST2024	System Inventory Enumeration	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0404_NIST2024	Inventory Exemption Definition	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0418_NIST2024	Risk Measurement Improvement	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0431_NIST2024	Supplier Risk Assessment	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0435_NIST2024	Due Diligence Process Update	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0446_NIST2024	Risk Measurement Planning	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0467_NIST2024	Governance Connection	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0478_NIST2024	Risk-Based Feedback Prioritization	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0491_NIST2024	Unmeasurable Risk Tracking	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0624_Barrett2024	Risk Ownership by Capability	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0625_Barrett2024	Risk-Tolerance Thresholds	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0627_Barrett2024	Assess Catastrophic Risk	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0633_Barrett2024	Ensure Legal Compliance	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0635_Barrett2024	Align Risk Management to Tolerance	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0637_Barrett2024	Monitoring of RM policies	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0638_Barrett2024	Inventory AI Systems	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0640_Barrett2024	Define AI Risk Roles	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0641_Barrett2024	Train on AI Risk	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0643_Barrett2024	Diverse Risk Voices	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0649_Barrett2024	External Feedback on System Design	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0656_Barrett2024	Risk Tolerance Thresholds	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0657_Barrett2024	Elicit Requirements & Assess Impacts	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0662_Barrett2024	Document AI Error Costs	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0664_Barrett2024	Document Operator Proficiency	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0666_Barrett2024	Document AI RM Third Party Framework	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0667_Barrett2024	Document Internal & Third-Party Controls	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0668_Barrett2024	Assess & Document Risk Magnitude	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0669_Barrett2024	Establish Feedback Integration Processes	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0670_Barrett2024	Select & Document Risk Metrics	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0671_Barrett2024	Evaluate Risk Metrics & Controls	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0681_Barrett2024	Examine & Document Privacy Risk	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0682_Barrett2024	Evaluate & Document Fairness	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0685_Barrett2024	Track Emergent AI Risks	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0686_Barrett2024	Consider Alternatives for Hard-to-Measure Risks	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0688_Barrett2024	Align Risk Metrics with Context	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0692_Barrett2024	Prioritize Risk Treatment	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0693_Barrett2024	Plan & Document Risk Responses	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0694_Barrett2024	Document Residual Risks	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0695_Barrett2024	Consider Resources & Alternatives	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0699_Barrett2024	Monitor Third-Party Risks	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
nexus:A0726_NIST2024	Information Security	nexus:isCategorizedAs	mit-draft-ai-risk-mitigation:mit-draft-ai-risk-mitigation-group-1.2	Risk Management	semapv:ManualMappingCuration	airisk@mit.edu	2026-02-23
